timestamp,route_id,route_name,corridor,travel_time_with_traffic_sec,free_flow_time_sec,congestion_index,temperature_c,precipitation_mm,weather_code,is_synthetic
2026-02-02 04:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1032.0,987.0,1.046,22.8,0.0,1,True
2026-02-02 05:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1094.0,987.0,1.109,26.6,0.0,1,True
2026-02-02 06:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1034.0,987.0,1.048,24.8,0.0,1,True
2026-02-02 07:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1210.0,987.0,1.226,23.0,0.0,1,True
2026-02-02 08:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1559.0,987.0,1.58,22.3,6.8,61,True
2026-02-02 09:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1553.0,987.0,1.574,25.5,0.0,1,True
2026-02-02 10:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1414.0,987.0,1.433,26.2,0.0,1,True
2026-02-02 11:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1147.0,987.0,1.163,25.9,0.0,1,True
2026-02-02 12:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1117.0,987.0,1.132,20.2,0.0,1,True
2026-02-02 13:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1096.0,987.0,1.111,26.7,0.0,1,True
2026-02-02 14:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,26.9,0.0,1,True
2026-02-02 15:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1051.0,987.0,1.065,21.8,0.0,1,True
2026-02-02 16:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1219.0,987.0,1.235,21.4,0.0,1,True
2026-02-02 17:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1525.0,987.0,1.546,23.8,0.0,1,True
2026-02-02 18:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1649.0,987.0,1.672,27.7,0.0,1,True
2026-02-02 19:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1673.0,987.0,1.696,24.8,0.0,1,True
2026-02-02 20:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1441.0,987.0,1.46,23.0,0.0,1,True
2026-02-02 21:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1213.0,987.0,1.229,23.8,0.0,1,True
2026-02-02 22:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1141.0,987.0,1.156,20.5,0.0,1,True
2026-02-02 23:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,26.6,0.0,1,True
2026-02-03 00:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1079.0,987.0,1.094,22.7,0.0,1,True
2026-02-03 01:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,989.0,987.0,1.003,20.3,0.0,1,True
2026-02-03 02:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1050.0,987.0,1.064,23.5,0.0,1,True
2026-02-03 03:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1126.0,987.0,1.142,22.9,0.0,1,True
2026-02-03 04:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,25.3,0.0,1,True
2026-02-03 05:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1055.0,987.0,1.069,26.9,0.0,1,True
2026-02-03 06:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,988.0,987.0,1.002,27.4,0.0,1,True
2026-02-03 07:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1148.0,987.0,1.164,24.4,0.0,1,True
2026-02-03 08:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1432.0,987.0,1.452,23.4,0.0,1,True
2026-02-03 09:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1551.0,987.0,1.572,23.1,0.0,1,True
2026-02-03 10:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1465.0,987.0,1.485,17.4,0.0,1,True
2026-02-03 11:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1152.0,987.0,1.168,24.9,0.0,1,True
2026-02-03 12:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1053.0,987.0,1.067,25.1,0.0,1,True
2026-02-03 13:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1082.0,987.0,1.097,23.6,0.0,1,True
2026-02-03 14:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1130.0,987.0,1.146,21.6,0.0,1,True
2026-02-03 15:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1120.0,987.0,1.135,27.5,0.0,1,True
2026-02-03 16:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1194.0,987.0,1.21,24.0,0.0,1,True
2026-02-03 17:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1547.0,987.0,1.568,19.8,0.0,1,True
2026-02-03 18:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1713.0,987.0,1.736,24.3,0.0,1,True
2026-02-03 19:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1791.0,987.0,1.816,22.9,0.0,1,True
2026-02-03 20:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1325.0,987.0,1.343,25.2,0.0,1,True
2026-02-03 21:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1235.0,987.0,1.252,23.4,0.0,1,True
2026-02-03 22:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1112.0,987.0,1.127,24.8,0.0,1,True
2026-02-03 23:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1075.0,987.0,1.09,24.0,0.0,1,True
2026-02-04 00:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1032.0,987.0,1.046,22.1,0.0,1,True
2026-02-04 01:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1040.0,987.0,1.055,25.9,0.0,1,True
2026-02-04 02:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1041.0,987.0,1.055,27.5,0.0,1,True
2026-02-04 03:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1085.0,987.0,1.1,27.5,0.0,1,True
2026-02-04 04:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1145.0,987.0,1.16,22.8,0.0,1,True
2026-02-04 05:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1042.0,987.0,1.056,26.3,0.0,1,True
2026-02-04 06:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1040.0,987.0,1.054,28.3,0.0,1,True
2026-02-04 07:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1149.0,987.0,1.165,26.2,0.0,1,True
2026-02-04 08:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1366.0,987.0,1.385,25.6,0.0,1,True
2026-02-04 09:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1596.0,987.0,1.617,20.9,0.0,1,True
2026-02-04 10:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1394.0,987.0,1.413,25.6,0.0,1,True
2026-02-04 11:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1183.0,987.0,1.199,23.6,0.0,1,True
2026-02-04 12:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,23.1,0.0,1,True
2026-02-04 13:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1087.0,987.0,1.101,25.4,0.0,1,True
2026-02-04 14:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1023.0,987.0,1.037,27.4,0.0,1,True
2026-02-04 15:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1192.0,987.0,1.209,30.3,0.0,1,True
2026-02-04 16:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1120.0,987.0,1.135,20.4,0.0,1,True
2026-02-04 17:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1456.0,987.0,1.476,27.0,0.0,1,True
2026-02-04 18:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1781.0,987.0,1.805,25.5,0.0,1,True
2026-02-04 19:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,2364.0,987.0,2.396,27.0,0.0,1,True
2026-02-04 20:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1483.0,987.0,1.503,24.6,0.4,61,True
2026-02-04 21:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1286.0,987.0,1.304,26.1,0.0,1,True
2026-02-04 22:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1251.0,987.0,1.268,28.7,0.0,1,True
2026-02-04 23:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1077.0,987.0,1.092,25.2,0.0,1,True
2026-02-05 00:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,21.6,0.0,1,True
2026-02-05 01:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,26.0,0.0,1,True
2026-02-05 02:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1020.0,987.0,1.034,26.4,0.0,1,True
2026-02-05 03:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1049.0,987.0,1.063,25.0,0.0,1,True
2026-02-05 04:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,23.4,0.0,1,True
2026-02-05 05:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1028.0,987.0,1.042,22.1,0.0,1,True
2026-02-05 06:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,23.8,0.0,1,True
2026-02-05 07:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1223.0,987.0,1.24,24.9,0.0,1,True
2026-02-05 08:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1364.0,987.0,1.382,24.0,0.0,1,True
2026-02-05 09:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1597.0,987.0,1.619,27.6,0.0,1,True
2026-02-05 10:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1377.0,987.0,1.395,25.6,0.0,1,True
2026-02-05 11:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1227.0,987.0,1.244,21.9,0.0,1,True
2026-02-05 12:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1010.0,987.0,1.024,21.3,0.0,1,True
2026-02-05 13:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1085.0,987.0,1.1,25.2,0.0,1,True
2026-02-05 14:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1040.0,987.0,1.054,23.4,0.0,1,True
2026-02-05 15:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1194.0,987.0,1.21,25.8,0.0,1,True
2026-02-05 16:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1318.0,987.0,1.336,25.2,0.0,1,True
2026-02-05 17:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1503.0,987.0,1.524,23.8,0.0,1,True
2026-02-05 18:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1700.0,987.0,1.723,21.9,0.0,1,True
2026-02-05 19:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1743.0,987.0,1.766,20.2,0.0,1,True
2026-02-05 20:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1415.0,987.0,1.434,24.5,0.0,1,True
2026-02-05 21:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1315.0,987.0,1.333,20.9,0.0,1,True
2026-02-05 22:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1096.0,987.0,1.111,21.8,0.0,1,True
2026-02-05 23:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1002.0,987.0,1.016,24.4,0.0,1,True
2026-02-06 00:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,995.0,987.0,1.009,24.1,0.0,1,True
2026-02-06 01:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1012.0,987.0,1.025,21.1,0.0,1,True
2026-02-06 02:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1039.0,987.0,1.053,26.7,0.0,1,True
2026-02-06 03:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1118.0,987.0,1.133,26.6,0.0,1,True
2026-02-06 04:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1028.0,987.0,1.042,25.3,0.0,1,True
2026-02-06 05:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1026.0,987.0,1.04,25.3,0.0,1,True
2026-02-06 06:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1067.0,987.0,1.082,25.3,0.0,1,True
2026-02-06 07:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1206.0,987.0,1.223,33.6,0.0,1,True
2026-02-06 08:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,2064.0,987.0,2.092,26.4,0.0,1,True
2026-02-06 09:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1570.0,987.0,1.591,25.6,0.0,1,True
2026-02-06 10:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1321.0,987.0,1.339,22.1,0.0,1,True
2026-02-06 11:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1188.0,987.0,1.204,23.4,0.0,1,True
2026-02-06 12:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1052.0,987.0,1.066,29.8,0.0,1,True
2026-02-06 13:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1076.0,987.0,1.091,19.3,0.0,1,True
2026-02-06 14:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1124.0,987.0,1.139,22.8,0.0,1,True
2026-02-06 15:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1132.0,987.0,1.147,26.7,0.0,1,True
2026-02-06 16:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1253.0,987.0,1.27,22.2,0.0,1,True
2026-02-06 17:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1498.0,987.0,1.518,25.7,0.0,1,True
2026-02-06 18:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1764.0,987.0,1.788,24.1,0.0,1,True
2026-02-06 19:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1755.0,987.0,1.779,22.4,0.0,1,True
2026-02-06 20:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1497.0,987.0,1.517,18.9,0.0,1,True
2026-02-06 21:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1100.0,987.0,1.115,24.5,0.0,1,True
2026-02-06 22:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1017.0,987.0,1.031,22.0,0.0,1,True
2026-02-06 23:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,998.0,987.0,1.012,23.7,0.0,1,True
2026-02-07 00:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1040.0,987.0,1.055,25.3,0.0,1,True
2026-02-07 01:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1097.0,987.0,1.112,26.2,0.0,1,True
2026-02-07 02:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1007.0,987.0,1.021,22.8,0.0,1,True
2026-02-07 03:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,22.4,0.0,1,True
2026-02-07 04:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,995.0,987.0,1.008,20.8,0.0,1,True
2026-02-07 05:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1080.0,987.0,1.095,26.3,0.0,1,True
2026-02-07 06:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1047.0,987.0,1.062,29.3,0.0,1,True
2026-02-07 07:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,,,,26.6,0.0,1,True
2026-02-07 08:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1137.0,987.0,1.153,27.2,0.0,1,True
2026-02-07 09:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,22.2,0.0,1,True
2026-02-07 10:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,25.1,0.0,1,True
2026-02-07 11:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1049.0,987.0,1.063,25.9,0.0,1,True
2026-02-07 12:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1033.0,987.0,1.047,15.9,0.0,1,True
2026-02-07 13:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1040.0,987.0,1.055,21.4,0.0,1,True
2026-02-07 14:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1050.0,987.0,1.064,28.1,0.0,1,True
2026-02-07 15:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1082.0,987.0,1.097,20.4,0.0,1,True
2026-02-07 16:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1225.0,987.0,1.242,27.6,0.0,1,True
2026-02-07 17:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1139.0,987.0,1.155,20.4,0.0,1,True
2026-02-07 18:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1152.0,987.0,1.168,21.5,0.0,1,True
2026-02-07 19:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1220.0,987.0,1.237,25.2,0.0,1,True
2026-02-07 20:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1192.0,987.0,1.208,24.2,0.0,1,True
2026-02-07 21:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1045.0,987.0,1.06,23.0,0.0,1,True
2026-02-07 22:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1024.0,987.0,1.038,28.0,0.0,1,True
2026-02-07 23:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,20.9,0.0,1,True
2026-02-08 00:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1069.0,987.0,1.083,23.6,0.0,1,True
2026-02-08 01:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1145.0,987.0,1.16,25.5,0.0,1,True
2026-02-08 02:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,992.0,987.0,1.006,24.7,0.0,1,True
2026-02-08 03:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1005.0,987.0,1.019,22.4,0.0,1,True
2026-02-08 04:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1086.0,987.0,1.1,22.5,0.0,1,True
2026-02-08 05:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1037.0,987.0,1.051,26.1,0.0,1,True
2026-02-08 06:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1058.0,987.0,1.073,26.2,0.0,1,True
2026-02-08 07:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,24.8,0.0,1,True
2026-02-08 08:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,21.9,0.0,1,True
2026-02-08 09:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1008.0,987.0,1.022,22.6,0.0,1,True
2026-02-08 10:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1059.0,987.0,1.074,23.9,0.0,1,True
2026-02-08 11:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1007.0,987.0,1.021,24.3,0.0,1,True
2026-02-08 12:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1020.0,987.0,1.034,25.4,0.0,1,True
2026-02-08 13:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1034.0,987.0,1.048,23.5,0.0,1,True
2026-02-08 14:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1056.0,987.0,1.071,26.1,0.0,1,True
2026-02-08 15:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.001,26.0,0.0,1,True
2026-02-08 16:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1178.0,987.0,1.194,27.3,0.0,1,True
2026-02-08 17:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1156.0,987.0,1.172,24.1,0.0,1,True
2026-02-08 18:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1096.0,987.0,1.111,24.8,0.0,1,True
2026-02-08 19:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1236.0,987.0,1.253,23.7,0.0,1,True
2026-02-08 20:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1116.0,987.0,1.131,22.0,0.0,1,True
2026-02-08 21:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1021.0,987.0,1.035,29.2,0.0,1,True
2026-02-08 22:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1006.0,987.0,1.02,26.9,0.0,1,True
2026-02-08 23:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1065.0,987.0,1.08,26.0,0.0,1,True
2026-02-09 00:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1015.0,987.0,1.028,24.0,0.0,1,True
2026-02-09 01:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1047.0,987.0,1.062,21.8,0.0,1,True
2026-02-09 02:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1005.0,987.0,1.018,26.4,0.0,1,True
2026-02-09 03:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1092.0,987.0,1.106,23.6,0.0,1,True
2026-02-09 04:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,25.0,0.0,1,True
2026-02-09 05:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,987.0,987.0,1.0,22.6,0.0,1,True
2026-02-09 06:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1016.0,987.0,1.03,24.6,0.0,1,True
2026-02-09 07:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1100.0,987.0,1.115,22.7,0.0,1,True
2026-02-09 08:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1451.0,987.0,1.471,22.8,0.0,1,True
2026-02-09 09:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1662.0,987.0,1.685,24.6,0.0,1,True
2026-02-09 10:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1386.0,987.0,1.404,20.4,0.0,1,True
2026-02-09 11:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1171.0,987.0,1.187,20.5,0.0,1,True
2026-02-09 12:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1064.0,987.0,1.078,22.2,0.0,1,True
2026-02-09 13:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1097.0,987.0,1.112,23.5,0.0,1,True
2026-02-09 14:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1070.0,987.0,1.085,26.1,0.0,1,True
2026-02-09 15:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1085.0,987.0,1.1,23.6,0.0,1,True
2026-02-09 16:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1216.0,987.0,1.232,24.0,0.0,1,True
2026-02-09 17:00:00,1,Shahrah-e-Faisal,Shahrah-e-Faisal,1542.0,987.0,1.563,23.3,0.0,1,True
