timestamp,route_id,route_name,travel_time_with_traffic_sec,free_flow_time_sec,congestion_index,temperature_c,precipitation_mm,weather_code
2026-07-26T01:21:12.969569,4,Sharea Faisal to Airport,1339,1339,1.0,28.7,0.0,3
2026-07-26T01:21:12.969569,5,Korangi Road,3015,3015,1.0,28.7,0.0,3
2026-07-26T01:21:12.969569,6,M.A. Jinnah Road,450,450,1.0,28.7,0.0,3
2026-07-26T08:20:41.783627,1,Shahrah-e-Faisal,,,,,,
2026-07-26T08:20:41.783627,2,University Road,,,,,,
2026-07-26T08:20:41.783627,3,I.I. Chundrigar Road,,,,,,
2026-07-26T08:20:41.783627,4,Sharea Faisal to Airport,,,,,,
2026-07-26T08:20:41.783627,5,Korangi Road,,,,,,
2026-07-26T08:20:41.783627,6,M.A. Jinnah Road,,,,,,
2026-07-26T08:53:51.028316,1,Shahrah-e-Faisal,,,,,,
2026-07-26T08:53:51.028316,2,University Road,,,,,,
2026-07-26T08:53:51.028316,3,I.I. Chundrigar Road,,,,,,
2026-07-26T08:53:51.028316,4,Sharea Faisal to Airport,,,,,,
2026-07-26T08:53:51.028316,5,Korangi Road,,,,,,
2026-07-26T08:53:51.028316,6,M.A. Jinnah Road,,,,,,
2026-07-26T09:48:29.560988,1,Shahrah-e-Faisal,677,677,1.0,29.7,0.0,3
2026-07-26T09:48:29.560988,2,University Road,419,419,1.0,29.7,0.0,3
2026-07-26T09:48:29.560988,3,I.I. Chundrigar Road,374,374,1.0,29.7,0.0,3
2026-07-26T09:48:29.560988,4,Sharea Faisal to Airport,1339,1339,1.0,29.7,0.0,3
2026-07-26T09:48:29.560988,5,Korangi Road,3015,3015,1.0,29.7,0.0,3
2026-07-26T09:48:29.560988,6,M.A. Jinnah Road,450,450,1.0,29.7,0.0,3
2026-07-26T10:48:28.469289,1,Shahrah-e-Faisal,677,677,1.0,30.1,0.0,3
2026-07-26T10:48:28.469289,2,University Road,419,419,1.0,30.1,0.0,3
2026-07-26T10:48:28.469289,3,I.I. Chundrigar Road,374,374,1.0,30.1,0.0,3
2026-07-26T10:48:28.469289,4,Sharea Faisal to Airport,1339,1339,1.0,30.1,0.0,3
2026-07-26T10:48:28.469289,5,Korangi Road,3015,3015,1.0,30.1,0.0,3
2026-07-26T10:48:28.469289,6,M.A. Jinnah Road,450,450,1.0,30.1,0.0,3
2026-07-26T11:48:28.383339,1,Shahrah-e-Faisal,677,677,1.0,31.1,0.0,3
2026-07-26T11:48:28.383339,2,University Road,419,419,1.0,31.1,0.0,3
2026-07-26T11:48:28.383339,3,I.I. Chundrigar Road,374,374,1.0,31.1,0.0,3
2026-07-26T11:48:28.383339,4,Sharea Faisal to Airport,1339,1339,1.0,31.1,0.0,3
2026-07-26T11:48:28.383339,5,Korangi Road,3015,3015,1.0,31.1,0.0,3
2026-07-26T11:48:28.383339,6,M.A. Jinnah Road,450,450,1.0,31.1,0.0,3
2026-07-26T12:48:28.341948,1,Shahrah-e-Faisal,677,677,1.0,32.4,0.0,3
2026-07-26T12:48:28.341948,2,University Road,419,419,1.0,32.4,0.0,3
2026-07-26T12:48:28.341948,3,I.I. Chundrigar Road,374,374,1.0,32.4,0.0,3
2026-07-26T12:48:28.341948,4,Sharea Faisal to Airport,1339,1339,1.0,32.4,0.0,3
2026-07-26T12:48:28.341948,5,Korangi Road,3015,3015,1.0,32.4,0.0,3
2026-07-26T12:48:28.341948,6,M.A. Jinnah Road,450,450,1.0,32.4,0.0,3
2026-07-26T13:48:28.721233,1,Shahrah-e-Faisal,677,677,1.0,32.2,0.0,3
2026-07-26T13:48:28.721233,2,University Road,419,419,1.0,32.2,0.0,3
2026-07-26T13:48:28.721233,3,I.I. Chundrigar Road,374,374,1.0,32.2,0.0,3
2026-07-26T13:48:28.721233,4,Sharea Faisal to Airport,1339,1339,1.0,32.2,0.0,3
2026-07-26T13:48:28.721233,5,Korangi Road,3015,3015,1.0,32.2,0.0,3
2026-07-26T13:48:28.721233,6,M.A. Jinnah Road,450,450,1.0,32.2,0.0,3
2026-07-26T21:51:42.067597,1,Shahrah-e-Faisal,,,,,,
2026-07-26T21:51:42.067597,2,University Road,,,,,,
2026-07-26T21:51:42.067597,3,I.I. Chundrigar Road,,,,,,
2026-07-26T21:51:42.067597,4,Sharea Faisal to Airport,,,,,,
2026-07-26T21:51:42.067597,5,Korangi Road,,,,,,
2026-07-26T21:51:42.067597,6,M.A. Jinnah Road,,,,,,
2026-07-26T22:48:28.474176,1,Shahrah-e-Faisal,677,677,1.0,28.1,0.0,1
2026-07-26T22:48:28.474176,2,University Road,419,419,1.0,28.1,0.0,1
2026-07-26T22:48:28.474176,3,I.I. Chundrigar Road,374,374,1.0,28.1,0.0,1
2026-07-26T22:48:28.474176,4,Sharea Faisal to Airport,1339,1339,1.0,28.1,0.0,1
2026-07-26T22:48:28.474176,5,Korangi Road,3015,3015,1.0,28.1,0.0,1
2026-07-26T22:48:28.474176,6,M.A. Jinnah Road,450,450,1.0,28.1,0.0,1
2026-07-26T23:48:28.504398,1,Shahrah-e-Faisal,677,677,1.0,28.2,0.0,1
2026-07-26T23:48:28.504398,2,University Road,419,419,1.0,28.2,0.0,1
2026-07-26T23:48:28.504398,3,I.I. Chundrigar Road,374,374,1.0,28.2,0.0,1
2026-07-26T23:48:28.504398,4,Sharea Faisal to Airport,1339,1339,1.0,28.2,0.0,1
2026-07-26T23:48:28.504398,5,Korangi Road,3015,3015,1.0,28.2,0.0,1
2026-07-26T23:48:28.504398,6,M.A. Jinnah Road,450,450,1.0,28.2,0.0,1
2026-07-27T00:07:55.084050,1,Shahrah-e-Faisal,,,,28.3,0.0,1
2026-07-27T00:07:55.084050,2,University Road,,,,28.3,0.0,1
2026-07-27T00:07:55.084050,3,I.I. Chundrigar Road,,,,28.3,0.0,1
2026-07-27T00:07:55.084050,4,Sharea Faisal to Airport,,,,28.3,0.0,1
2026-07-27T00:07:55.084050,5,Korangi Road,,,,28.3,0.0,1
2026-07-27T00:07:55.084050,6,M.A. Jinnah Road,,,,28.3,0.0,1
2026-07-27T00:22:44.882345,1,Regal Chowk to Tower,M.A. Jinnah Rd / I.I. Chundrigar Rd,,,,28.2,0.0,1
2026-07-27T00:22:44.882345,2,Sohrab Goth to Gulshan Chowrangi,University Road (North),,,,28.2,0.0,1
2026-07-27T00:22:44.882345,3,Hasan Square to Nipa Chowrangi,University Road (South),,,,28.2,0.0,1
2026-07-27T00:22:44.882345,4,Karsaz to Shaheed-e-Millat Flyover,Shahrah-e-Faisal (Segment A),,,,28.2,0.0,1
2026-07-27T00:22:44.882345,5,Bahadurabad to Nursery,Shahrah-e-Quaideen / Sharae Faisal,,,,28.2,0.0,1
2026-07-27T00:22:44.882345,6,Drigh Road to Stargate,Shahrah-e-Faisal (Airport-bound A),,,,28.2,0.0,1
2026-07-27T00:22:44.882345,7,Stargate to Airport,Shahrah-e-Faisal (Airport-bound B),,,,28.2,0.0,1
2026-07-27T00:22:44.882345,8,Gurumandir Chowrangi to Nazimabad No.2,Nazimabad Corridor,,,,28.2,0.0,1
2026-07-27T00:22:44.882345,9,Nazimabad No.2 to Board Office Chowrangi,North Nazimabad,,,,28.2,0.0,1
2026-07-27T00:22:44.882345,10,Teen Talwar to Do Talwar,Clifton (Khayaban-e-Iqbal),,,,28.2,0.0,1
2026-07-27T00:33:58.392420,1,Shahrah-e-Faisal,677,677,1.0,28.2,0.0,1
2026-07-27T00:33:58.392420,2,University Road,419,419,1.0,28.2,0.0,1
2026-07-27T00:33:58.392420,3,I.I. Chundrigar Road,374,374,1.0,28.2,0.0,1
2026-07-27T00:33:58.392420,4,Sharea Faisal to Airport,1339,1339,1.0,28.2,0.0,1
2026-07-27T00:33:58.392420,5,Korangi Road,3015,3015,1.0,28.2,0.0,1
2026-07-27T00:33:58.392420,6,M.A. Jinnah Road,450,450,1.0,28.2,0.0,1
2026-07-27T00:48:28.247959,1,Shahrah-e-Faisal,677,677,1.0,28.2,0.0,2
2026-07-27T00:48:28.247959,2,University Road,419,419,1.0,28.2,0.0,2
2026-07-27T00:48:28.247959,3,I.I. Chundrigar Road,374,374,1.0,28.2,0.0,2
2026-07-27T00:48:28.247959,4,Sharea Faisal to Airport,1339,1339,1.0,28.2,0.0,2
2026-07-27T00:48:28.247959,5,Korangi Road,3015,3015,1.0,28.2,0.0,2
2026-07-27T00:48:28.247959,6,M.A. Jinnah Road,450,450,1.0,28.2,0.0,2
2026-07-27T09:55:29.317022,1,Shahrah-e-Faisal,,,,,,
2026-07-27T09:55:29.317022,2,University Road,,,,,,
2026-07-27T09:55:29.317022,3,I.I. Chundrigar Road,,,,,,
2026-07-27T09:55:29.317022,4,Sharea Faisal to Airport,,,,,,
2026-07-27T09:55:29.317022,5,Korangi Road,,,,,,
2026-07-27T09:55:29.317022,6,M.A. Jinnah Road,,,,,,
2026-07-27T12:44:25.859089,1,Shahrah-e-Faisal,,,,,,
2026-07-27T12:44:25.859089,2,University Road,,,,,,
2026-07-27T12:44:25.859089,3,I.I. Chundrigar Road,,,,,,
2026-07-27T12:44:25.859089,4,Sharea Faisal to Airport,,,,,,
2026-07-27T12:44:25.859089,5,Korangi Road,,,,,,
2026-07-27T12:44:25.859089,6,M.A. Jinnah Road,,,,,,
2026-07-27T12:48:28.226750,1,Shahrah-e-Faisal,,,,,,
2026-07-27T12:48:28.226750,2,University Road,,,,,,
2026-07-27T12:48:28.226750,3,I.I. Chundrigar Road,,,,,,
2026-07-27T12:48:28.226750,4,Sharea Faisal to Airport,,,,,,
2026-07-27T12:48:28.226750,5,Korangi Road,,,,,,
2026-07-27T12:48:28.226750,6,M.A. Jinnah Road,,,,,,
2026-07-27T13:48:30.344771,1,Shahrah-e-Faisal,677,677,1.0,32.1,0.0,2
2026-07-27T13:48:30.344771,2,University Road,419,419,1.0,32.1,0.0,2
2026-07-27T13:48:30.344771,3,I.I. Chundrigar Road,374,374,1.0,32.1,0.0,2
2026-07-27T13:48:30.344771,4,Sharea Faisal to Airport,1339,1339,1.0,32.1,0.0,2
2026-07-27T13:48:30.344771,5,Korangi Road,3015,3015,1.0,32.1,0.0,2
2026-07-27T13:48:30.344771,6,M.A. Jinnah Road,450,450,1.0,32.1,0.0,2
2026-07-27T17:09:19.386283,1,Shahrah-e-Faisal,,,,,,
2026-07-27T17:09:19.386283,2,University Road,,,,,,
2026-07-27T17:09:19.386283,3,I.I. Chundrigar Road,,,,,,
2026-07-27T17:09:19.386283,4,Sharea Faisal to Airport,,,,,,
2026-07-27T17:09:19.386283,5,Korangi Road,,,,,,
2026-07-27T17:09:19.386283,6,M.A. Jinnah Road,,,,,,
2026-07-27T17:48:29.352285,1,Shahrah-e-Faisal,677,677,1.0,30.3,0.0,3
2026-07-27T17:48:29.352285,2,University Road,419,419,1.0,30.3,0.0,3
2026-07-27T17:48:29.352285,3,I.I. Chundrigar Road,374,374,1.0,30.3,0.0,3
2026-07-27T17:48:29.352285,4,Sharea Faisal to Airport,1339,1339,1.0,30.3,0.0,3
2026-07-27T17:48:29.352285,5,Korangi Road,3015,3015,1.0,30.3,0.0,3
2026-07-27T17:48:29.352285,6,M.A. Jinnah Road,450,450,1.0,30.3,0.0,3
2026-07-27T18:48:28.241814,1,Shahrah-e-Faisal,,,,,,
2026-07-27T18:48:28.241814,2,University Road,,,,,,
2026-07-27T18:48:28.241814,3,I.I. Chundrigar Road,,,,,,
2026-07-27T18:48:28.241814,4,Sharea Faisal to Airport,,,,,,
2026-07-27T18:48:28.241814,5,Korangi Road,,,,,,
2026-07-27T18:48:28.241814,6,M.A. Jinnah Road,,,,,,
2026-07-27T19:48:28.297630,1,Shahrah-e-Faisal,,,,,,
2026-07-27T19:48:28.297630,2,University Road,,,,,,
2026-07-27T19:48:28.297630,3,I.I. Chundrigar Road,,,,,,
2026-07-27T19:48:28.297630,4,Sharea Faisal to Airport,,,,,,
2026-07-27T19:48:28.297630,5,Korangi Road,,,,,,
2026-07-27T19:48:28.297630,6,M.A. Jinnah Road,,,,,,
2026-07-27T20:48:28.327136,1,Shahrah-e-Faisal,677,677,1.0,28.6,0.0,2
2026-07-27T20:48:28.327136,2,University Road,419,419,1.0,28.6,0.0,2
2026-07-27T20:48:28.327136,3,I.I. Chundrigar Road,374,374,1.0,28.6,0.0,2
2026-07-27T20:48:28.327136,4,Sharea Faisal to Airport,1339,1339,1.0,28.6,0.0,2
2026-07-27T20:48:28.327136,5,Korangi Road,3015,3015,1.0,28.6,0.0,2
2026-07-27T20:48:28.327136,6,M.A. Jinnah Road,450,450,1.0,28.6,0.0,2
2026-07-27T21:48:29.273366,1,Shahrah-e-Faisal,,,,,,
2026-07-27T21:48:29.273366,2,University Road,,,,,,
2026-07-27T21:48:29.273366,3,I.I. Chundrigar Road,,,,,,
2026-07-27T21:48:29.273366,4,Sharea Faisal to Airport,,,,,,
2026-07-27T21:48:29.273366,5,Korangi Road,,,,,,
2026-07-27T21:48:29.273366,6,M.A. Jinnah Road,,,,,,
2026-07-27T22:48:29.000341,1,Shahrah-e-Faisal,677,677,1.0,28.3,0.0,1
2026-07-27T22:48:29.000341,2,University Road,419,419,1.0,28.3,0.0,1
2026-07-27T22:48:29.000341,3,I.I. Chundrigar Road,374,374,1.0,28.3,0.0,1
2026-07-27T22:48:29.000341,4,Sharea Faisal to Airport,1339,1339,1.0,28.3,0.0,1
2026-07-27T22:48:29.000341,5,Korangi Road,3015,3015,1.0,28.3,0.0,1
2026-07-27T22:48:29.000341,6,M.A. Jinnah Road,450,450,1.0,28.3,0.0,1
2026-07-27T23:48:29.117290,1,Shahrah-e-Faisal,677,677,1.0,28.3,0.0,1
2026-07-27T23:48:29.117290,2,University Road,419,419,1.0,28.3,0.0,1
2026-07-27T23:48:29.117290,3,I.I. Chundrigar Road,374,374,1.0,28.3,0.0,1
2026-07-27T23:48:29.117290,4,Sharea Faisal to Airport,1339,1339,1.0,28.3,0.0,1
2026-07-27T23:48:29.117290,5,Korangi Road,3015,3015,1.0,28.3,0.0,1
2026-07-27T23:48:29.117290,6,M.A. Jinnah Road,450,450,1.0,28.3,0.0,1
2026-07-28T21:56:06.949121,1,Shahrah-e-Faisal,677,677,1.0,28.7,0.0,2
2026-07-28T21:56:06.949121,2,University Road,419,419,1.0,28.7,0.0,2
2026-07-28T21:56:06.949121,3,I.I. Chundrigar Road,374,374,1.0,28.7,0.0,2
2026-07-28T21:56:06.949121,4,Sharea Faisal to Airport,1339,1339,1.0,28.7,0.0,2
2026-07-28T21:56:06.949121,5,Korangi Road,3015,3015,1.0,28.7,0.0,2
2026-07-28T21:56:06.949121,6,M.A. Jinnah Road,450,450,1.0,28.7,0.0,2
2026-07-28T22:48:30.065518,1,Shahrah-e-Faisal,,,,28.6,0.0,2
2026-07-28T22:48:30.065518,2,University Road,419,419,1.0,28.6,0.0,2
2026-07-28T22:48:30.065518,3,I.I. Chundrigar Road,374,,,28.6,0.0,2
2026-07-28T22:48:30.065518,4,Sharea Faisal to Airport,1339,1339,1.0,28.6,0.0,2
2026-07-28T22:48:30.065518,5,Korangi Road,3015,3015,1.0,28.6,0.0,2
2026-07-28T22:48:30.065518,6,M.A. Jinnah Road,450,,,28.6,0.0,2
2026-07-28T23:48:50.826419,1,Shahrah-e-Faisal,677,677,1.0,28.4,0.0,2
2026-07-28T23:48:50.826419,2,University Road,419,419,1.0,28.4,0.0,2
2026-07-28T23:48:50.826419,3,I.I. Chundrigar Road,374,374,1.0,28.4,0.0,2
2026-07-28T23:48:50.826419,4,Sharea Faisal to Airport,1339,1339,1.0,28.4,0.0,2
2026-07-28T23:48:50.826419,5,Korangi Road,3015,3015,1.0,28.4,0.0,2
2026-07-28T23:48:50.826419,6,M.A. Jinnah Road,450,450,1.0,28.4,0.0,2
2026-07-29T08:41:23.090745,1,Shahrah-e-Faisal,,,,,,
2026-07-29T08:41:23.090745,2,University Road,,,,,,
2026-07-29T08:41:23.090745,3,I.I. Chundrigar Road,,,,,,
2026-07-29T08:41:23.090745,4,Sharea Faisal to Airport,,,,,,
2026-07-29T08:41:23.090745,5,Korangi Road,,,,,,
2026-07-29T08:41:23.090745,6,M.A. Jinnah Road,,,,,,
2026-07-29T08:48:28.969901,1,Shahrah-e-Faisal,677,677,1.0,29.8,0.0,3
2026-07-29T08:48:28.969901,2,University Road,419,419,1.0,29.8,0.0,3
2026-07-29T08:48:28.969901,3,I.I. Chundrigar Road,374,374,1.0,29.8,0.0,3
2026-07-29T08:48:28.969901,4,Sharea Faisal to Airport,1339,1339,1.0,29.8,0.0,3
2026-07-29T08:48:28.969901,5,Korangi Road,3015,3015,1.0,29.8,0.0,3
2026-07-29T08:48:28.969901,6,M.A. Jinnah Road,450,450,1.0,29.8,0.0,3
2026-07-29T09:48:29.472039,1,Shahrah-e-Faisal,677,677,1.0,30.9,0.0,3
2026-07-29T09:48:29.472039,2,University Road,419,419,1.0,30.9,0.0,3
2026-07-29T09:48:29.472039,3,I.I. Chundrigar Road,374,374,1.0,30.9,0.0,3
2026-07-29T09:48:29.472039,4,Sharea Faisal to Airport,1339,1339,1.0,30.9,0.0,3
2026-07-29T09:48:29.472039,5,Korangi Road,3015,3015,1.0,30.9,0.0,3
2026-07-29T09:48:29.472039,6,M.A. Jinnah Road,450,450,1.0,30.9,0.0,3
2026-07-29T22:57:40.506382,1,Shahrah-e-Faisal,,,,,,
2026-07-29T22:57:40.506382,2,University Road,,,,,,
2026-07-29T22:57:40.506382,3,I.I. Chundrigar Road,,,,,,
2026-07-29T22:57:40.506382,4,Sharea Faisal to Airport,,,,,,
2026-07-29T22:57:40.506382,5,Korangi Road,,,,,,
2026-07-29T22:57:40.506382,6,M.A. Jinnah Road,,,,,,
2026-07-31T12:19:13.063797,1,Shahrah-e-Faisal,,,,,,
2026-07-31T12:19:13.063797,2,University Road,,,,,,
2026-07-31T12:19:13.063797,3,I.I. Chundrigar Road,,,,,,
2026-07-31T12:19:13.063797,4,Sharea Faisal to Airport,,,,,,
2026-07-31T12:19:13.063797,5,Korangi Road,,,,,,
2026-07-31T12:19:13.063797,6,M.A. Jinnah Road,,,,,,
2026-07-31T12:48:29.049314,1,Shahrah-e-Faisal,,,,,,
2026-07-31T12:48:29.049314,2,University Road,,,,,,
2026-07-31T12:48:29.049314,3,I.I. Chundrigar Road,,,,,,
2026-07-31T12:48:29.049314,4,Sharea Faisal to Airport,,,,,,
2026-07-31T12:48:29.049314,5,Korangi Road,,,,,,
2026-07-31T12:48:29.049314,6,M.A. Jinnah Road,,,,,,
2026-07-31T18:48:30.039336,1,Shahrah-e-Faisal,677,677,1.0,29.9,0.0,1
2026-07-31T18:48:30.039336,2,University Road,419,419,1.0,29.9,0.0,1
2026-07-31T18:48:30.039336,3,I.I. Chundrigar Road,374,374,1.0,29.9,0.0,1
2026-07-31T18:48:30.039336,4,Sharea Faisal to Airport,1339,1339,1.0,29.9,0.0,1
2026-07-31T18:48:30.039336,5,Korangi Road,3015,3015,1.0,29.9,0.0,1
2026-07-31T18:48:30.039336,6,M.A. Jinnah Road,450,450,1.0,29.9,0.0,1
2026-07-31T19:48:29.933722,1,Shahrah-e-Faisal,677,677,1.0,29.4,0.0,1
2026-07-31T19:48:29.933722,2,University Road,419,419,1.0,29.4,0.0,1
2026-07-31T19:48:29.933722,3,I.I. Chundrigar Road,374,374,1.0,29.4,0.0,1
2026-07-31T19:48:29.933722,4,Sharea Faisal to Airport,1339,1339,1.0,29.4,0.0,1
2026-07-31T19:48:29.933722,5,Korangi Road,3015,3015,1.0,29.4,0.0,1
2026-07-31T19:48:29.933722,6,M.A. Jinnah Road,450,450,1.0,29.4,0.0,1
2026-07-31T20:48:28.976317,1,Shahrah-e-Faisal,677,677,1.0,29.3,0.0,1
2026-07-31T20:48:28.976317,2,University Road,419,419,1.0,29.3,0.0,1
2026-07-31T20:48:28.976317,3,I.I. Chundrigar Road,374,374,1.0,29.3,0.0,1
2026-07-31T20:48:28.976317,4,Sharea Faisal to Airport,1339,1339,1.0,29.3,0.0,1
2026-07-31T20:48:28.976317,5,Korangi Road,3015,3015,1.0,29.3,0.0,1
2026-07-31T20:48:28.976317,6,M.A. Jinnah Road,450,450,1.0,29.3,0.0,1
2026-07-31T21:48:28.286854,1,Shahrah-e-Faisal,677,677,1.0,29.2,0.0,2
2026-07-31T21:48:28.286854,2,University Road,419,419,1.0,29.2,0.0,2
2026-07-31T21:48:28.286854,3,I.I. Chundrigar Road,374,374,1.0,29.2,0.0,2
2026-07-31T21:48:28.286854,4,Sharea Faisal to Airport,1339,1339,1.0,29.2,0.0,2
2026-07-31T21:48:28.286854,5,Korangi Road,3015,3015,1.0,29.2,0.0,2
2026-07-31T21:48:28.286854,6,M.A. Jinnah Road,450,450,1.0,29.2,0.0,2
2026-07-31T22:48:29.180141,1,Shahrah-e-Faisal,677,677,1.0,29.1,0.0,3
2026-07-31T22:48:29.180141,2,University Road,419,419,1.0,29.1,0.0,3
2026-07-31T22:48:29.180141,3,I.I. Chundrigar Road,374,374,1.0,29.1,0.0,3
2026-07-31T22:48:29.180141,4,Sharea Faisal to Airport,1339,1339,1.0,29.1,0.0,3
2026-07-31T22:48:29.180141,5,Korangi Road,3015,3015,1.0,29.1,0.0,3
2026-07-31T22:48:29.180141,6,M.A. Jinnah Road,,450,,29.1,0.0,3
2026-08-01T12:18:34.070689,1,Shahrah-e-Faisal,,,,,,
2026-08-01T12:18:34.070689,2,University Road,,,,,,
2026-08-01T12:18:34.070689,3,I.I. Chundrigar Road,,,,,,
2026-08-01T12:18:34.070689,4,Sharea Faisal to Airport,,,,,,
2026-08-01T12:18:34.070689,5,Korangi Road,,,,,,
2026-08-01T12:18:34.070689,6,M.A. Jinnah Road,,,,,,
2026-08-01T12:48:28.829541,1,Shahrah-e-Faisal,,,,,,
2026-08-01T12:48:28.829541,2,University Road,,,,,,
2026-08-01T12:48:28.829541,3,I.I. Chundrigar Road,,,,,,
2026-08-01T12:48:28.829541,4,Sharea Faisal to Airport,,,,,,
2026-08-01T12:48:28.829541,5,Korangi Road,,,,,,
2026-08-01T12:48:28.829541,6,M.A. Jinnah Road,,,,,,
2026-08-01T16:52:47.725552,1,Shahrah-e-Faisal,,,,,,
2026-08-01T16:52:47.725552,2,University Road,,,,,,
2026-08-01T16:52:47.725552,3,I.I. Chundrigar Road,,,,,,
2026-08-01T16:52:47.725552,4,Sharea Faisal to Airport,,,,,,
2026-08-01T16:52:47.725552,5,Korangi Road,,,,,,
2026-08-01T16:52:47.725552,6,M.A. Jinnah Road,,,,,,
2026-08-01T19:37:18.479711,1,Shahrah-e-Faisal,,,,,,
2026-08-01T19:37:18.479711,2,University Road,,,,,,
2026-08-01T19:37:18.479711,3,I.I. Chundrigar Road,,,,,,
2026-08-01T19:37:18.479711,4,Sharea Faisal to Airport,,,,,,
2026-08-01T19:37:18.479711,5,Korangi Road,,,,,,
2026-08-01T19:37:18.479711,6,M.A. Jinnah Road,,,,,,
2026-08-01T19:48:28.876712,1,Shahrah-e-Faisal,677,677,1.0,29.4,0.0,3
2026-08-01T19:48:28.876712,2,University Road,419,419,1.0,29.4,0.0,3
2026-08-01T19:48:28.876712,3,I.I. Chundrigar Road,374,374,1.0,29.4,0.0,3
2026-08-01T19:48:28.876712,4,Sharea Faisal to Airport,1339,1339,1.0,29.4,0.0,3
2026-08-01T19:48:28.876712,5,Korangi Road,3015,3015,1.0,29.4,0.0,3
2026-08-01T19:48:28.876712,6,M.A. Jinnah Road,450,450,1.0,29.4,0.0,3
2026-08-01T20:48:29.075206,1,Shahrah-e-Faisal,677,677,1.0,29.1,0.0,3
2026-08-01T20:48:29.075206,2,University Road,419,419,1.0,29.1,0.0,3
2026-08-01T20:48:29.075206,3,I.I. Chundrigar Road,374,374,1.0,29.1,0.0,3
2026-08-01T20:48:29.075206,4,Sharea Faisal to Airport,1339,1339,1.0,29.1,0.0,3
2026-08-01T20:48:29.075206,5,Korangi Road,3015,3015,1.0,29.1,0.0,3
2026-08-01T20:48:29.075206,6,M.A. Jinnah Road,450,450,1.0,29.1,0.0,3
2026-08-02T09:48:30.889875,1,Shahrah-e-Faisal,677,677,1.0,30.3,0.0,3
2026-08-02T09:48:30.889875,2,University Road,419,419,1.0,30.3,0.0,3
2026-08-02T09:48:30.889875,3,I.I. Chundrigar Road,374,374,1.0,30.3,0.0,3
2026-08-02T09:48:30.889875,4,Sharea Faisal to Airport,1339,1339,1.0,30.3,0.0,3
2026-08-02T09:48:30.889875,5,Korangi Road,3015,3015,1.0,30.3,0.0,3
2026-08-02T09:48:30.889875,6,M.A. Jinnah Road,450,450,1.0,30.3,0.0,3
2026-08-02T13:48:30.974881,1,Shahrah-e-Faisal,,,,,,
2026-08-02T13:48:30.974881,2,University Road,,,,,,
2026-08-02T13:48:30.974881,3,I.I. Chundrigar Road,,,,,,
2026-08-02T13:48:30.974881,4,Sharea Faisal to Airport,,,,,,
2026-08-02T13:48:30.974881,5,Korangi Road,,,,,,
2026-08-02T13:48:30.974881,6,M.A. Jinnah Road,,,,,,
2026-08-02T17:48:28.689000,1,Shahrah-e-Faisal,677,677,1.0,29.1,0.0,3
2026-08-02T17:48:28.689000,2,University Road,419,419,1.0,29.1,0.0,3
2026-08-02T17:48:28.689000,3,I.I. Chundrigar Road,374,374,1.0,29.1,0.0,3
2026-08-02T17:48:28.689000,4,Sharea Faisal to Airport,1339,1339,1.0,29.1,0.0,3
2026-08-02T17:48:28.689000,5,Korangi Road,3015,3015,1.0,29.1,0.0,3
2026-08-02T17:48:28.689000,6,M.A. Jinnah Road,450,450,1.0,29.1,0.0,3
